same: raw:[0, 217493393749] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, -93, -99, -47, 85] md5:[0, 0, 0, 0, 40, -89, 36, -3, -80, -70, 42, 81, 106, 124, -11, 77]
same: raw:[0, 195484350885] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, -125, -58, 121, -91] md5:[0, 0, 0, 0, -26, -61, -67, -70, -10, -20, 109, -3, 23, 91, 94, -70]
same: raw:[0, 223042825579] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, -18, 99, 109, 107] md5:[0, 0, 0, 0, 117, -73, 60, -44, -116, -116, 81, -102, -36, -77, 104, -96]
same: raw:[0, 229137762938] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 89, -84, -54, 122] md5:[0, 0, 0, 0, 68, 72, -19, 36, 84, -125, -102, -87, 0, 56, -109, -72]
same: raw:[0, 219582601945] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 32, 36, -102, -39] md5:[0, 0, 0, 0, 34, -91, -102, -55, -19, -77, -81, 105, 4, -63, 50, 106]
same: raw:[0, 230973540368] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, -57, 24, -120, 16] md5:[0, 0, 0, 0, -121, 48, -26, -55, -38, -78, -18, -79, -8, 21, -19, 11]
same: raw:[0, 219373621557] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 19, -81, -47, 53] md5:[0, 0, 0, 0, 73, -54, -1, -31, -45, 88, -111, -96, 75, 2, -75, -5]
same: raw:[0, 245668780763] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 51, 0, 26, -37] md5:[0, 0, 0, 0, -96, 33, -99, 55, 94, -89, -121, 47, -57, 113, 45, 38]
same: raw:[0, 231038037697] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, -54, -16, -82, -63] md5:[0, 0, 0, 0, 22, 74, -94, -122, 85, -32, -57, 81, -11, 81, 32, -21]
same: raw:[0, 264697412750] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, -95, 49, -4, -114] md5:[0, 0, 0, 0, -47, -64, -98, -112, -24, -102, -83, -2, 123, -58, -87, 1]
same: raw:[0, 235624878675] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, -36, 86, 82, 83] md5:[0, 0, 0, 0, 59, -23, 85, 11, -40, -55, 8, -25, -62, -42, 69, 45]
same: raw:[0, 237385935016] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 69, 77, -24, -88] md5:[0, 0, 0, 0, -27, -9, -113, 89, 69, 99, 32, -111, -71, 10, -91, -93]
same: raw:[0, 241756193455] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 73, -54, -62, -81] md5:[0, 0, 0, 0, -46, 33, -38, -28, -67, 11, 8, -11, 114, -84, -52, -113]
same: raw:[0, 256286873362] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, -85, -29, 87, 18] md5:[0, 0, 0, 0, -45, -53, -69, 76, 60, 85, -55, -94, -72, -86, -13, -13]
same: raw:[0, 245453865226] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 38, 48, -63, 10] md5:[0, 0, 0, 0, -94, 61, -125, -60, -95, -50, -33, -122, -108, -13, -40, -9]
same: raw:[0, 246710137557] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 113, 17, -14, -43] md5:[0, 0, 0, 0, -11, -121, 122, 12, 3, 59, -72, -64, -81, 56, -9, -52]
same: raw:[0, 253820318317] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 24, -34, -78, 109] md5:[0, 0, 0, 0, 27, -119, 88, -108, 42, 14, 32, -35, 42, 122, -55, -123]
same: raw:[0, 261007329837] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, -59, 63, -54, 45] md5:[0, 0, 0, 0, -99, 21, 120, -32, -59, -115, 10, -100, -79, 42, -106, 93]
same: raw:[0, 291100470912] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, -58, -16, -82, -128] md5:[0, 0, 0, 0, -35, 112, 19, -35, 56, 75, -52, 35, 72, 46, 40, -8]
same: raw:[0, 302577673469] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 115, 8, -28, -3] md5:[0, 0, 0, 0, -53, 70, -112, -17, -5, 100, -24, 13, 52, -28, -123, -32]
same: raw:[0, 272070657261] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 88, -84, -60, -19] md5:[0, 0, 0, 0, 23, 56, 115, 71, -61, -83, -113, 14, -66, 48, -55, -121]
same: raw:[0, 305729961359] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 46, -20, -3, -113] md5:[0, 0, 0, 0, 111, 118, -67, -32, -43, 30, 124, 117, -97, -89, -106, 84]
same: raw:[0, 275765334316] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 52, -27, 17, 44] md5:[0, 0, 0, 0, 54, -79, 30, 100, 37, 63, 24, 54, -101, -91, 15, -37]
same: raw:[0, 312800774193] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, -44, 97, 8, 49] md5:[0, 0, 0, 0, 32, 41, -101, 83, -92, 15, 39, -71, 109, -92, -4, -40]
same: raw:[0, 325985780569] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, -26, 68, 67, 89] md5:[0, 0, 0, 0, -55, -12, 100, 4, 80, 67, 8, -84, 67, 53, -123, -99]
same: raw:[0, 329112909364] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, -96, -88, 118, 52] md5:[0, 0, 0, 0, -82, -25, -39, 73, 43, 64, -66, -56, -95, -58, -11, -54]
same: raw:[0, 294119551051] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 122, -28, 48, 75] md5:[0, 0, 0, 0, -72, 105, 93, 6, 103, -38, -122, -113, -99, 63, -102, 53]
same: raw:[0, 314850068238] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 78, -122, -57, 14] md5:[0, 0, 0, 0, -64, -123, -105, -107, 80, -28, 63, -107, 11, -94, 99, -85]
same: raw:[0, 329000354399] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, -103, -13, 2, 95] md5:[0, 0, 0, 0, -64, 6, -123, -19, 50, -100, 101, 86, 120, 107, 35, 49]
same: raw:[0, 333250576984] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, -105, 72, 66, 88] md5:[0, 0, 0, 0, -111, -112, 4, 42, -34, -16, 83, -42, 55, 115, 56, 82]
same: raw:[0, 331391598519] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 40, 122, 127, -73] md5:[0, 0, 0, 0, -93, -83, 58, -16, 54, -81, 63, -6, 101, 104, 78, -16]
same: raw:[0, 332357516612] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 98, 13, 61, 68] md5:[0, 0, 0, 0, 109, 9, -36, 5, -90, 88, 70, -15, 102, -11, -44, 74]
same: raw:[0, 352947035370] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 45, 72, 92, -22] md5:[0, 0, 0, 0, -30, -31, 126, 49, 117, -92, -2, 63, 66, 42, -47, -38]
same: raw:[0, 353503173614] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 78, 110, 91, -18] md5:[0, 0, 0, 0, 113, -113, 46, -100, 125, 1, 39, -92, 6, 102, -122, -96]
same: raw:[0, 354449747084] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, -122, -39, -20, -116] md5:[0, 0, 0, 0, -52, -50, 79, -122, -106, 52, 110, -68, 116, 57, 46, 111]
same: raw:[0, 354861045443] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, -97, 93, -42, -61] md5:[0, 0, 0, 0, 72, 55, 85, -47, 66, 18, -18, -6, 99, -63, -72, 90]
same: raw:[0, 322531230917] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 24, 92, 4, -59] md5:[0, 0, 0, 0, 123, -99, -79, 58, -15, -98, 113, -36, 87, 18, 117, 50]
same: raw:[0, 367861528780] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, -90, 65, 120, -52] md5:[0, 0, 0, 0, -124, -74, 54, 81, 61, -48, -33, -98, 100, 70, 49, 47]
same: raw:[0, 331017733235] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 18, 49, -60, 115] md5:[0, 0, 0, 0, -79, -87, 20, -111, 52, -13, 20, 103, -117, 85, 77, 21]
same: raw:[0, 375601387854] [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 115, -106, 89, 78] md5:[0, 0, 0, 0, -120, -64, -63, 35, -45, -114, -92, -107, -58, 20, -87, 87]
